sample_id,tir_200m,tir_100m,rgb_100m
200,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000200/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000200/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000200/rgb_100m.npy
201,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000201/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000201/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000201/rgb_100m.npy
202,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000202/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000202/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000202/rgb_100m.npy
203,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000203/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000203/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000203/rgb_100m.npy
204,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000204/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000204/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000204/rgb_100m.npy
205,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000205/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000205/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000205/rgb_100m.npy
206,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000206/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000206/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000206/rgb_100m.npy
207,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000207/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000207/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000207/rgb_100m.npy
208,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000208/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000208/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000208/rgb_100m.npy
209,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000209/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000209/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000209/rgb_100m.npy
210,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000210/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000210/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000210/rgb_100m.npy
211,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000211/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000211/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000211/rgb_100m.npy
212,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000212/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000212/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000212/rgb_100m.npy
213,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000213/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000213/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000213/rgb_100m.npy
214,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000214/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000214/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000214/rgb_100m.npy
215,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000215/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000215/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000215/rgb_100m.npy
216,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000216/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000216/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000216/rgb_100m.npy
217,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000217/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000217/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000217/rgb_100m.npy
218,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000218/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000218/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000218/rgb_100m.npy
219,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000219/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000219/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000219/rgb_100m.npy
220,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000220/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000220/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000220/rgb_100m.npy
221,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000221/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000221/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000221/rgb_100m.npy
222,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000222/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000222/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000222/rgb_100m.npy
223,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000223/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000223/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000223/rgb_100m.npy
224,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000224/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000224/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000224/rgb_100m.npy
225,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000225/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000225/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000225/rgb_100m.npy
226,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000226/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000226/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000226/rgb_100m.npy
227,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000227/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000227/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000227/rgb_100m.npy
228,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000228/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000228/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000228/rgb_100m.npy
229,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000229/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000229/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000229/rgb_100m.npy
230,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000230/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000230/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000230/rgb_100m.npy
231,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000231/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000231/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000231/rgb_100m.npy
232,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000232/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000232/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000232/rgb_100m.npy
233,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000233/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000233/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000233/rgb_100m.npy
234,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000234/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000234/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000234/rgb_100m.npy
235,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000235/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000235/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000235/rgb_100m.npy
236,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000236/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000236/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000236/rgb_100m.npy
237,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000237/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000237/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000237/rgb_100m.npy
238,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000238/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000238/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000238/rgb_100m.npy
239,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000239/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000239/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000239/rgb_100m.npy
240,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000240/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000240/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000240/rgb_100m.npy
241,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000241/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000241/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000241/rgb_100m.npy
242,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000242/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000242/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000242/rgb_100m.npy
243,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000243/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000243/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000243/rgb_100m.npy
244,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000244/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000244/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000244/rgb_100m.npy
245,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000245/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000245/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000245/rgb_100m.npy
246,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000246/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000246/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000246/rgb_100m.npy
247,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000247/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000247/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000247/rgb_100m.npy
248,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000248/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000248/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000248/rgb_100m.npy
249,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000249/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000249/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000249/rgb_100m.npy
250,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000250/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000250/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000250/rgb_100m.npy
251,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000251/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000251/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000251/rgb_100m.npy
252,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000252/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000252/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000252/rgb_100m.npy
253,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000253/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000253/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000253/rgb_100m.npy
254,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000254/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000254/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000254/rgb_100m.npy
255,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000255/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000255/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000255/rgb_100m.npy
256,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000256/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000256/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000256/rgb_100m.npy
257,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000257/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000257/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000257/rgb_100m.npy
258,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000258/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000258/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000258/rgb_100m.npy
259,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000259/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000259/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000259/rgb_100m.npy
260,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000260/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000260/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000260/rgb_100m.npy
261,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000261/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000261/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000261/rgb_100m.npy
262,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000262/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000262/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000262/rgb_100m.npy
263,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000263/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000263/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000263/rgb_100m.npy
264,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000264/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000264/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000264/rgb_100m.npy
265,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000265/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000265/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000265/rgb_100m.npy
266,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000266/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000266/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000266/rgb_100m.npy
267,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000267/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000267/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000267/rgb_100m.npy
268,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000268/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000268/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000268/rgb_100m.npy
269,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000269/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000269/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000269/rgb_100m.npy
270,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000270/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000270/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000270/rgb_100m.npy
271,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000271/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000271/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000271/rgb_100m.npy
272,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000272/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000272/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000272/rgb_100m.npy
273,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000273/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000273/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000273/rgb_100m.npy
274,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000274/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000274/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000274/rgb_100m.npy
275,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000275/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000275/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000275/rgb_100m.npy
276,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000276/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000276/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000276/rgb_100m.npy
277,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000277/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000277/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000277/rgb_100m.npy
278,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000278/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000278/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000278/rgb_100m.npy
279,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000279/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000279/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000279/rgb_100m.npy
280,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000280/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000280/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000280/rgb_100m.npy
281,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000281/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000281/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000281/rgb_100m.npy
282,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000282/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000282/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000282/rgb_100m.npy
283,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000283/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000283/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000283/rgb_100m.npy
284,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000284/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000284/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000284/rgb_100m.npy
285,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000285/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000285/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000285/rgb_100m.npy
286,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000286/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000286/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000286/rgb_100m.npy
287,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000287/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000287/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000287/rgb_100m.npy
288,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000288/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000288/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000288/rgb_100m.npy
289,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000289/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000289/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000289/rgb_100m.npy
290,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000290/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000290/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000290/rgb_100m.npy
291,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000291/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000291/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000291/rgb_100m.npy
292,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000292/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000292/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000292/rgb_100m.npy
293,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000293/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000293/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000293/rgb_100m.npy
294,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000294/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000294/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000294/rgb_100m.npy
295,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000295/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000295/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000295/rgb_100m.npy
296,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000296/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000296/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000296/rgb_100m.npy
297,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000297/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000297/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000297/rgb_100m.npy
298,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000298/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000298/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000298/rgb_100m.npy
299,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000299/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000299/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000299/rgb_100m.npy
300,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000300/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000300/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000300/rgb_100m.npy
